,fscore,num_signal,2024-07-31 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-23 00:00:00
subindex_signal,,,0.0,0.0,1.0,2.0,1.0
subindex_valuation,,,0.0,0.0,0.0,0.0,0.0
subindex_sta,,,0.0,0.0,0.0,0.0,0.0
composite_index,0.5933093309330933,1365.0,0.0,0.0,1.0,2.0,1.0
