,fscore,num_signal,2024-07-31 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-23 00:00:00
subindex_signal,,,0.0,0.0,1.0,2.0,1.0
subindex_valuation,,,5.0,5.0,5.0,5.0,5.0
subindex_sta,,,4.0,4.0,4.0,4.0,4.0
composite_index,0.45999262536873115,1044.0,9.0,9.0,10.0,11.0,10.0
